iter,EE,Rsum,Ptot,cost,grad_theta_norm,grad_p_norm,penalty_power,penalty_qos_dl,penalty_qos_ul,mean_sinr_dl_db,mean_sinr_ul_db,mean_direct,mean_reflect,reflect_direct_ratio,active_bs_per_user,avg_ris_load,step_mu,accepted_ls_trials,phase_change_norm,power_change_norm
21,1129087.80031509,404394775.067179,358.160609789892,537.721156951551,1.64312490070183e-07,1.97071714726058,14.5560907917589,272.860201534756,250.316155503039,-31.9772217703831,-41.5377355565593,2.2134922615688e-13,1.11101760496042e-14,0.0501929744345701,2,1,1,1,1.59913955877729e-08,0.0371469217065157
22,1132111.58610422,407492258.213169,359.940012287496,565.596321990897,1.69132765868125e-07,1.96902045138789,14.5560907917589,287.567097744794,263.484454570206,-31.940046124406,-41.5394733780106,2.2134922615688e-13,1.11101759923082e-14,0.0501929741757213,2,1,1,1,1.64892074073155e-08,0.0363453227613096
23,1135218.72184859,410575596.1777,361.67091704506,594.964145626249,1.73816668558811e-07,1.96740867622833,14.5560907917589,303.067252577337,277.352154444371,-31.9033530925679,-41.541168837155,2.2134922615688e-13,1.11101759333313e-14,0.0501929739092788,2,1,1,1,1.69729353353432e-08,0.0355714674788217
24,1138405.90589328,413645130.760947,363.354695034168,625.904782933036,1.7836805688398e-07,1.96587743487607,14.5560907917589,319.40347417447,291.956602025866,-31.8671290983968,-41.5428231480891,2.2134922615688e-13,1.11101758727212e-14,0.0501929736354575,2,1,1,1,1.74429778182479e-08,0.0348245975143559
25,1141670.00815282,416701194.166052,364.992678436266,658.502703313152,1.8279068040384e-07,1.96442256663302,14.5560907917589,336.620883428662,307.337145792813,-31.8313611036114,-41.5444374889875,2.2134922615688e-13,1.1110175810524e-14,0.0501929733544663,2,1,1,1,1.78997219925541e-08,0.0341039713400207
26,1145008.05834179,419744109.269025,366.586161740119,692.846923169071,1.87088182586061e-07,1.96304012577284,14.5560907917589,354.767039084926,323.53524337297,-31.7960365817907,-41.5460130032101,2.2134922615688e-13,1.11101757467846e-14,0.0501929730665078,2,1,1,1,1.83435444847088e-08,0.0334088635768137
27,1148417.2351779,422774189.881361,368.136402808228,729.031251147607,1.91264103807396e-07,1.96172637080829,14.5560907917589,373.892069618439,340.594574909761,-31.7611434935806,-41.5475508003738,2.2134922615688e-13,1.11101756815467e-14,0.0501929727717794,2,1,1,1,1.87748105636483e-08,0.0327385643595964
28,1151894.85646498,425791741.005405,369.644623913075,767.154546633272,1.95321884270386e-07,1.96047775424488,14.5560907917589,394.048812255081,358.561162534997,-31.7266702633348,-41.5490519573877,2.2134922615688e-13,1.11101756148527e-14,0.0501929724704724,2,1,1,1,1.91938756983643e-08,0.0320923787360271
29,1155438.36997202,428797059.082035,371.112012744064,807.320992208598,1.99264866837562e-07,1.95929091280549,14.5560907917589,415.292959522372,377.483496278167,-31.6926057570903,-41.5505175194555,2.2134922615688e-13,1.11101755467437e-14,0.0501929721627731,2,1,1,1,1.96010849920643e-08,0.0314696261004433
30,1159045.34503769,431790432.23213,372.539723385964,849.640380836471,2.03096299785466e-07,1.95816265810743,14.5560907917589,437.683213738871,397.412666759291,-31.6589392617887,-41.5519485010443,2.2134922615688e-13,1.11101754772597e-14,0.0501929718488621,2,1,1,1,1.99967741208527e-08,0.0308696396636184
31,1162713.46483125,434772140.490698,373.928877269689,894.228418561819,2.06819339480772e-07,1.95708996777696,14.5560907917589,461.281449872948,418.402505031761,-31.6256604656615,-41.553345886822,2.2134922615688e-13,1.11101754064397e-14,0.0501929715289154,2,1,1,1,2.03812688301128e-08,0.0302917659590933
32,1166440.5192123,437742456.034622,375.28056409617,941.207043572258,2.10437052980692e-07,1.95606997698385,14.5560907917589,486.152887224586,440.509729961105,-31.5927594397013,-41.5547106325648,2.2134922615688e-13,1.11101753343215e-14,0.0501929712031035,2,1,1,1,2.07548861880988e-08,0.029735364386728
33,1170224.39813662,440701643.404254,376.595842734091,990.704762502805,2.1395242055983e-07,1.95509997037944,14.5560907917589,512.366270408853,463.794103546174,-31.5602266201498,-41.5560436660344,2.2134922615688e-13,1.11101752609418e-14,0.0501929708715926,2,1,1,1,2.11179334708999e-08,0.0291998067938349
34,1174063.08555805,443649959.718354,377.875742092241,1042.85700491871,2.17368338165544e-07,1.95417737442317,14.5560907917589,539.994060145655,488.31859461215,-31.5280527919367,-41.5573458878279,2.2134922615688e-13,1.11101751863363e-14,0.0501929705345436,2,1,1,1,2.14707100827384e-08,0.0286844770940672
35,1177954.65378589,446587654.88341,379.12126196717,1097.80649695947,2.20687619803852e-07,1.95329975008032,14.5560907917589,569.112634387696,514.14955132655,-31.4962290730086,-41.5586181721996,2.2134922615688e-13,1.11101751105397e-14,0.0501929701921135,2,1,1,1,2.18135070068634e-08,0.028188770924033
36,1181897.25825673,449514971.796799,380.333373866882,1155.70365518216,2.23912999857836e-07,1.95246478587691,14.5560907917589,599.80250034742,541.356883015567,-31.4647468994932,-41.5598613678571,2.2134922615688e-13,1.11101750335856e-14,0.0501929698444543,2,1,1,1,2.21466060847719e-08,0.0277120953372519
37,1185889.13268671,452432146.544384,381.513021811212,1216.70700169688,2.27047135340465e-07,1.95167029129549,14.5560907917589,632.148518014343,570.014251782106,-31.4335980116451,-41.5610762987315,2.2134922615688e-13,1.11101749555068e-14,0.0501929694917141,2,1,1,1,2.24702817224429e-08,0.0272538685349091
38,1189928.58457191,455339408.592467,382.661123109568,1280.98360174764,2.30092608083678e-07,1.950914190498,14.5560907917589,666.240135786075,600.19927445565,-31.4027744405265,-41.5622637647232,2.2134922615688e-13,1.11101748763352e-14,0.0501929691340365,2,1,1,1,2.27848008091634e-08,0.0268135196324799
39,1194013.99100865,458236980.974589,383.778569116673,1348.70952495314,2.33051926865541e-07,1.9501945163602,14.5560907917589,702.171638870454,631.993735430835,-31.3722684953773,-41.5634245424243,2.2134922615688e-13,1.11101747961015e-14,0.0501929687715612,2,1,1,1,2.30904223752838e-08,0.0263904884610737
40,1198143.79480618,461125080.472729,384.866225966913,1420.07033148979,2.35927529477224e-07,1.94950940480544,14.5560907917589,740.042411151604,665.48381098437,-31.3420727516327,-41.5645593858178,2.2134922615688e-13,1.1110174714836e-14,0.050192968404424,2,1,1,1,2.3387398075668e-08,0.0259842254020096
41,1202316.50086933,464003917.793601,385.924935287925,1495.26158456641,2.38721784731504e-07,1.94885708942281,14.5560907917589,779.957211250683,700.760305688979,-31.31218003955,-41.5656690269551,2.2134922615688e-13,1.11101746325677e-14,0.0501929680327567,2,1,1,1,2.36759727161909e-08,0.0255941912529321
42,1206530.67282938,466873697.740086,386.955514893989,1574.48939061497,2.4143699441444e-07,1.94823589635718,14.5560907917589,822.02646355153,737.918901578413,-31.282583433409,-41.5667541766116,2.2134922615688e-13,1.11101745493251e-14,0.0501929676566875,2,1,1,1,2.39563838208041e-08,0.0252198571234238
43,1210784.92990265,469734619.377663,387.958759459808,1657.97096869834,2.44075395181835e-07,1.94764423945893,14.5560907917589,866.366565003397,777.060420752481,-31.2532762412509,-41.5678155249223,2.2134922615688e-13,1.11101744651357e-14,0.050192967276341,2,1,1,1,2.42288625390109e-08,0.0248607043578884
44,1215077.94395968,472586876.196233,388.935441175217,1745.93525071736,2.46639160402051e-07,1.94708061568055,14.5560907917589,913.100208557189,818.291102147853,-31.2242519951258,-41.5688537419975,2.2134922615688e-13,1.11101743800262e-14,0.050192966891838,2,1,1,1,2.44936335184618e-08,0.0245162244832653
45,1219408.43678863,475430656.267441,389.886310381376,1838.62351408548,2.49130401946676e-07,1.94654360070911,14.5560907917589,962.356724137685,861.722893240403,-31.1955044418187,-41.5698694785185,2.2134922615688e-13,1.11101742940228e-14,0.0501929665032962,2,1,1,1,2.47509142570188e-08,0.0241859191789078
46,1223775.17753763,478266142.39751,390.812096188969,1936.29004862983,2.5155117193054e-07,1.94603184482291,14.5560907917589,1014.2724381039,907.473757485949,-31.1670275340275,-41.570863366316,2.2134922615688e-13,1.11101742071507e-14,0.0501929661108298,2,1,1,1,2.50009171108346e-08,0.0238693002658588
47,1228176.98032242,481093512.275669,391.713507078901,2039.2028595724,2.53903464402496e-07,1.94554406896172,14.5560907917589,1068.99105220127,955.667998349178,-31.1388154219662,-41.5718360189294,2.2134922615688e-13,1.11101741194345e-14,0.0501929657145499,2,1,1,1,2.52438477422599e-08,0.0235658897126158
48,1232612.70198819,483912938.618841,392.591231486009,2147.6444085459,2.56189216988374e-07,1.94507906099996,14.5560907917589,1126.66404306308,1006.43660081807,-31.110862445371,-41.5727880321495,2.2134922615688e-13,1.1110174030898e-14,0.0501929653145644,2,1,1,1,2.54799071107411e-08,0.0232752196544209
49,1237081.24001147,486724589.3116,393.445938366253,2261.91239470584,2.5841031248744e-07,1.94463567221375,14.5560907917589,1187.45108337793,1059.91759134855,-31.0831631258854,-41.5737199845438,2.2134922615688e-13,1.11101739415644e-14,0.0501929649109779,2,1,1,1,2.57092885861295e-08,0.0229968324230754
50,1241581.53053448,489528627.542698,394.278277747868,2382.32057811005,2.60568580423698e-07,1.94421281393116,14.5560907917589,1251.52048589823,1116.25641723536,-31.0557121598051,-41.5746324379666,2.2134922615688e-13,1.11101738514564e-14,0.0501929645038925,2,1,1,1,2.59321817060452e-08,0.0227302805843252
51,1246112.54652084,492325211.937582,395.088881266913,2509.19964765643,2.62665798553299e-07,1.94380945435738,14.5560907917589,1319.04967153078,1175.60634645935,-31.0285044111614,-41.5755259380522,2.2134922615688e-13,1.11101737605957e-14,0.0501929640934071,2,1,1,1,2.61487697877212e-08,0.02247512697987
52,1250673.29602398,495114496.687168,395.878362687674,2642.89813599335,2.64703694329297e-07,1.94342461556579,14.5560907917589,1390.2256628167,1238.12888911785,-31.0015349051258,-41.5764010146936,2.2134922615688e-13,1.11101736690038e-14,0.0501929636796178,2,1,1,1,2.63592313678322e-08,0.0222309447711956
53,1255262.82056037,497896631.672959,396.64731840834,2783.78338394849,2.66683946324971e-07,1.94305737064679,14.5560907917589,1465.24560417922,1303.99424160571,-30.9747988217188,-41.5772581825068,2.2134922615688e-13,1.11101735767012e-14,0.0501929632626181,2,1,1,1,2.65637397970942e-08,0.0219973174825349
54,1259880.19358028,500671762.588734,397.396327952378,2932.24255715899,2.68608185616872e-07,1.94270684100622,14.5560907917589,1544.31731039332,1373.38175477585,-30.9482914898057,-41.5780979412802,2.2134922615688e-13,1.11101734837082e-14,0.0501929628424989,2,1,1,1,2.67624634966994e-08,0.021773839040441
55,1264524.51902873,503440031.05868,398.125954445998,3088.68371773266,2.70477997128739e-07,1.94237219380599,14.5560907917589,1627.65984480937,1446.48042737671,-30.9220083813651,-41.5789207764109,2.2134922615688e-13,1.11101733900441e-14,0.0501929624193483,2,1,1,1,2.69555662015026e-08,0.0215601138076539
56,1269194.92999131,506201574.752455,398.836745082113,3253.53695392237,2.72294920937396e-07,1.94205263953935,14.5560907917589,1715.50412894703,1523.48942613288,-30.8959451060155,-41.5797271593275,2.2134922615688e-13,1.11101732957281e-14,0.0501929619932521,2,1,1,1,2.71432069849384e-08,0.0213557566091486
57,1273890.58741712,508956527.496509,399.529231571171,3427.25557095949,2.74060453541694e-07,1.94174742973482,14.5560907917589,1808.09358516309,1604.61863391051,-30.8700974057867,-41.5805175478996,2.2134922615688e-13,1.11101732007784e-14,0.0501929615642936,2,1,1,1,2.73255403932943e-08,0.0211603927485098
58,1278610.67891632,511705019.382896,400.203930579237,3610.31734635905,2.75776049095562e-07,1.9414558547807,14.5560907917589,1905.68481418954,1690.08922748454,-30.8444611501236,-41.581292386836,2.2134922615688e-13,1.11101731052132e-14,0.0501929611325538,2,1,1,1,2.75027164573682e-08,0.0209736580130315
59,1283354.41762452,514447176.87451,400.861344153666,3803.22585319467,2.77443120606156e-07,1.94117724186545,14.5560907917589,2008.54830943608,1780.13428651101,-30.81903233111,-41.5820521080695,2.2134922615688e-13,1.11101730090497e-14,0.0501929606981114,2,1,1,1,2.76748811032463e-08,0.0207951986661587
60,1288121.04113131,517183122.907618,401.501960136754,4006.51185502536,2.79063041098122e-07,1.94091095302687,14.5560907917589,2116.96921005421,1874.9994353898,-30.7938070589016,-41.582797131131,2.2134922615688e-13,1.11101729123048e-14,0.0501929602610427,2,1,1,1,2.78421764238562e-08,0.0206246714262285
61,1292909.81046797,519912976.991452,402.126252567663,4220.73477636078,2.80637144744908e-07,1.94065638330515,14.5560907917589,2231.24809486807,1974.94351979905,-30.7687815573578,-41.5835278635122,2.2134922615688e-13,1.11101728149952e-14,0.0501929598214221,2,1,1,1,2.80047399493454e-08,0.0204617434306397
62,1297720.00915024,522636855.304876,402.734682072986,4446.48425275987,2.82166727968073e-07,1.94041295899391,14.5560907917589,2351.70181939318,2080.23931977502,-30.7439521598621,-41.584244701017,2.2134922615688e-13,1.11101727171366e-14,0.0501929593793217,2,1,1,1,2.81627054903956e-08,0.0203060921849153
63,1302550.94227351,525354870.790575,403.327696246264,4684.3817648799,2.83653050505489e-07,1.94018013598419,14.5560907917589,2478.66439828264,2191.17430131493,-30.719315305322,-41.5849480281024,2.2134922615688e-13,1.11101726187447e-14,0.0501929589348118,2,1,1,1,2.83162034309495e-08,0.0201574054963011
64,1307401.93565554,528067133.246275,403.905730016758,4935.08236103043,2.85097336449321e-07,1.93995739819706,14.5560907917589,2612.4879356701,2308.05140858793,-30.6948675343392,-41.5856382182098,2.2134922615688e-13,1.11101725198344e-14,0.0501929584879603,2,1,1,1,2.84653600395492e-08,0.0200153813918156
65,1312272.33502564,530773749.413805,404.469206007788,5199.27647302805,2.86500775254641e-07,1.93974425609902,14.5560907917589,2753.54360601138,2431.18989894826,-30.6706054855422,-41.5863156340853,2.2134922615688e-13,1.11101724204206e-14,0.0501929580388336,2,1,1,1,2.86102979014016e-08,0.019879728020864
66,1317161.50525434,533474823.064952,405.018534884937,5477.6918304174,2.87864522719495e-07,1.93954024529767,14.5560907917589,2902.22268816924,2560.92622307145,-30.6465258920735,-41.5869806280915,2.2134922615688e-13,1.11101723205173e-14,0.050192957587496,2,1,1,1,2.87511369450175e-08,0.0197501635427102
67,1322068.82962534,536170455.085836,405.554115694399,5771.09547838551,2.89189701937255e-07,1.93934492521114,14.5560907917589,3058.93765563314,2697.6149526489,-30.622625578223,-41.5876335425092,2.2134922615688e-13,1.11101722201386e-14,0.05019295713401,2,1,1,1,2.88879926578182e-08,0.0196264159993182
68,1326993.70914246,538860743.558081,406.076336191758,6080.29590500082,2.90477404222009e-07,1.93915787780937,14.5560907917589,3224.12332592691,2841.62975821924,-30.5989014562021,-41.5882747098304,2.2134922615688e-13,1.11101721192977e-14,0.0501929566784365,2,1,1,1,2.90209779055815e-08,0.019508223174142
69,1331935.56187265,541545783.838123,406.585573161459,6406.14528370291,2.91728690007778e-07,1.93897870642242,14.5560907917589,3398.23807241832,2993.36443984845,-30.5753505230506,-41.5889044530426,2.2134922615688e-13,1.11101720180078e-14,0.0501929562208343,2,1,1,1,2.91502026762358e-08,0.0193953324376789
70,1336893.82232154,544225668.634159,407.082192727244,6749.54183729525,2.92944589722289e-07,1.93880703461246,14.5560907917589,3581.76510192429,3153.23401351743,-30.5519698576709,-41.5895230859049,2.2134922615688e-13,1.11101719162816e-14,0.050192955761261,2,1,1,1,2.92757724600703e-08,0.0192875005806236
71,1341867.94083977,546900488.080988,407.566550653805,7111.43233003121,2.94126104636023e-07,1.93864250510596,14.5560907917589,3775.2138016859,3321.67585623295,-30.5287566179827,-41.5901309132148,2.2134922615688e-13,1.11101718141314e-14,0.0501929552997721,2,1,1,1,2.93977913927318e-08,0.0191844936355818
72,1346857.3830582,549570329.812674,408.038992639895,7492.81469474469,2.95274207687236e-07,1.93848477878321,14.5560907917589,3979.12115948529,3499.15091304146,-30.5057080381939,-41.5907282310689,2.2134922615688e-13,1.11101717115693e-14,0.050192954836422,2,1,1,1,2.95163598998567e-08,0.0190860866883655
73,1351861.62934992,552235279.033026,408.499854603156,7894.74080235068,2.96389844283647e-07,1.938333533722,14.5560907917589,4194.0532608793,3686.14496929591,-30.4828214261807,-41.5913153271139,2.2134922615688e-13,1.11101716086067e-14,0.0501929543712633,2,1,1,1,2.96315749970223e-08,0.018992063679932
74,1356880.17431887,554895418.584541,408.94946295688,8318.31938143659,2.97473933081431e-07,1.93818846429179,14.5560907917589,4420.60686774183,3883.16999170474,-30.4600941609737,-41.5918924807918,2.2134922615688e-13,1.11101715052552e-14,0.0501929539043469,2,1,1,1,2.97435323111751e-08,0.0189022172000705
75,1361912.52631122,557550829.014813,409.388134878939,8764.71909609564,2.9852736674218e-07,1.93804928029732,14.5560907917589,4659.41108253577,4090.76554189338,-30.4375236903429,-41.5924599635768,2.2134922615688e-13,1.11101714015256e-14,0.0501929534357229,2,1,1,1,2.98523234956806e-08,0.0188163482739098
76,1366958.20695027,560201588.641517,409.816178573116,9235.17179058059,2.99551012668437e-07,1.93791570616726,14.5560907917589,4911.12910297427,4309.50026639663,-30.4151075284802,-41.5930180392059,2.2134922615688e-13,1.11101712974287e-14,0.0501929529654392,2,1,1,1,2.99580384258146e-08,0.0187342661423903
77,1372016.75069234,562847773.615324,410.233893523023,9730.97590983658,3.00545713718429e-07,1.93778748018671,14.5560907917589,5176.46007198644,4539.97346722589,-30.3928432537712,-41.5935669639018,2.2134922615688e-13,1.11101711929748e-14,0.050192952493543,2,1,1,1,3.00607642449205e-08,0.0186557880377398
78,1377087.70440299,565489457.98121,410.641570738857,10253.5001054515,3.01512288900564e-07,1.93766435377051,14.5560907917589,5456.14102816826,4782.81675736853,-30.3707285066563,-41.5941069865906,2.2134922615688e-13,1.11101710881741e-14,0.0501929520200798,2,1,1,1,3.01605852344202e-08,0.018580738955043
79,1382170.62695172,568126713.737792,411.039492997153,10804.1870370933,3.02451534048291e-07,1.93754609077567,14.5560907917589,5750.94896218385,5038.69580582393,-30.3487609875736,-41.5946383491118,2.2134922615688e-13,1.11101709830363e-14,0.0501929515450938,2,1,1,1,3.02575836848191e-08,0.0185089514208965
80,1387265.08882495,570759610.895179,411.427935073768,11384.5573800381,3.0336422247585e-07,1.93743246685048,14.5560907917589,6061.7029848759,5308.31217702132,-30.3269384549823,-41.5951612864225,2.2134922615688e-13,1.1110170877571e-14,0.0501929510686283,2,1,1,1,3.03518397040573e-08,0.0184402652601416
81,1392370.671756,573388217.531215,411.807163970269,11996.2140499767,3.04251105615484e-07,1.93732326881825,14.5560907917589,6389.26661316256,5592.40526972906,-30.3052587234624,-41.5956760267963,2.2134922615688e-13,1.11101707717875e-14,0.0501929505907249,2,1,1,1,3.04434303529032e-08,0.0183745273615855
82,1397486.96837066,576012599.846026,412.177439133906,12421.7294893616,3.05112913636605e-07,1.93721829409417,14.5560907917589,6578.71432012561,5828.47305331396,-30.2837196618869,-41.5961827920153,2.2134922615688e-13,1.11101706656947e-14,0.0501929501114245,2,1,1,1,3.05324316356669e-08,0.0183115914435669
83,1402613.58184782,578632822.214965,412.539012671377,12693.4924874737,3.05950356047453e-07,1.93711735013354,14.5560907917589,6690.97373755899,5987.97668525878,-30.2623191916637,-41.5966817975572,2.2134922615688e-13,1.11101705593014e-14,0.0501929496307664,2,1,1,1,3.06189163013483e-08,0.0182513178201913
84,1407750.12559469,581248947.240264,412.892129556531,12881.3843416864,3.06764122279724e-07,1.93702025390898,14.5560907917589,6793.27689890259,6073.56542949331,-30.2410552850446,-41.5971732527766,2.2134922615688e-13,1.11101704526161e-14,0.0501929491487889,2,1,1,1,3.07029558522827e-08,0.0181935731689651
85,1412896.2229353,583861035.80113,413.237027832203,13061.1564582269,3.07554882256656e-07,1.93692683141587,14.5560907917589,6889.68566763052,6156.92882876689,-30.2199259634979,-41.5976573610814,2.2134922615688e-13,1.1110170345647e-14,0.0501929486655296,2,1,1,1,3.07846198474939e-08,0.0181382303005011
86,1418051.50681153,586469147.102295,413.573938806328,13228.0403224199,3.08323286945047e-07,1.93683691720433,14.5560907917589,6970.18773748262,6243.31067466056,-30.198929296142,-41.5981343201031,2.2134922615688e-13,1.11101702384022e-14,0.0501929481810245,2,1,1,1,3.0863974737853e-08,0.018085167930926
87,1423215.61949656,589073338.721404,413.903087242521,13389.7218477578,3.09069968891644e-07,1.93675035393578,14.5560907917589,7042.32562265699,6332.85436646528,-30.1780633982376,-41.5986043218635,2.2134922615688e-13,1.11101701308894e-14,0.050192947695309,2,1,1,1,3.09410861957235e-08,0.0180342704575394
88,1428388.21231987,591673666.655064,414.224691545245,13525.2905265457,3.09795542744367e-07,1.93666699196325,14.5560907917589,7101.59327427741,6409.15544535867,-30.157326429736,-41.5990675529354,2.2134922615688e-13,1.11101700231163e-14,0.0501929472084171,2,1,1,1,3.10160177996997e-08,0.0179854277382042
89,1433568.94540229,594270185.363279,414.53896393976,13637.0540957795,3.10500605758768e-07,1.93658668893446,14.5560907917589,7150.26406862311,6472.24827205409,-30.136716593881,-41.599524194599,2.2134922615688e-13,1.11101699150901e-14,0.0501929467203822,2,1,1,1,3.10888313995504e-08,0.017938534874914
90,1438757.48740229,596862947.813035,414.846110646963,13743.4800115642,3.11185738290177e-07,1.93650930941543,14.5560907917589,7192.67959319887,6536.25871514845,-30.1162321358624,-41.5999744229939,2.2134922615688e-13,1.11101698068181e-14,0.0501929462312366,2,1,1,1,3.11595862834139e-08,0.017893492001913
